corr_original_horizontal,corr_scrambled_horizontal,corr_original_vertical,corr_scrambled_vertical,restore_identical,restore_mse,restore_mae,restore_max_diff,wrong_key_mse,wrong_key_mae,wrong_key_max_diff,image,stage,key,parameter,rounds
0.9982972571049099,0.3977252216277129,0.9979791775448623,0.9497296798212748,True,0.0,0.0,0,6189.7954508463545,66.48364935980902,187,sample_natural,1,Daniel-2026,7,2
0.9982972571049099,-0.0008601885208850924,0.9979791775448623,0.008276118710187182,True,0.0,0.0,0,6261.114271375868,64.13724772135417,245,sample_natural,2,Daniel-2026,7,2
0.9982972571049099,-0.00037515079777978075,0.9979791775448623,-0.0009338610217435064,True,0.0,0.0,0,8710.085032145182,76.6674092610677,255,sample_natural,3,Daniel-2026,7,2
0.8809263543796185,0.023650780510890795,0.87662840696604,0.43124526965812837,True,0.0,0.0,0,23998.120130750867,117.74171956380208,235,sample_structured,1,Daniel-2026,7,2
0.8809263543796185,0.0023134493899303644,0.87662840696604,0.006526532393230711,True,0.0,0.0,0,21842.345526801215,107.29848904079861,235,sample_structured,2,Daniel-2026,7,2
0.8809263543796185,-0.0007689737035961944,0.87662840696604,-0.0007332055675489257,True,0.0,0.0,0,16495.989824083117,107.11913723415799,255,sample_structured,3,Daniel-2026,7,2
